Entrez Gene IDA	Symbol A	Entrez Gene IDB	Symbol B
60	ACTB	60	ACTB
71	ACTG1	60	ACTB
71	ACTG1	71	ACTG1
95	ACY1	95	ACY1
216	ALDH1A1	216	ALDH1A1
327	APEH	327	APEH
331	BIRC4	331	BIRC4
373	TRIM23	373	TRIM23
392	ARHGAP1	387	RHOA
392	ARHGAP1	389	RHOC
443	ASPA	443	ASPA
445	ASS	445	ASS
598	BCL2L1	578	BAK1
635	BHMT	635	BHMT
638	BIK	598	BCL2L1
642	BLMH	642	BLMH
664	BNIP3	664	BNIP3
665	BNIP3L	664	BNIP3
665	BNIP3L	665	BNIP3L
842	CASP9	331	BIRC4
875	CBS	875	CBS
1019	CDK4	896	CCND3
1026	CDKN1A	894	CCND2
1026	CDKN1A	896	CCND3
1027	CDKN1B	894	CCND2
1027	CDKN1B	896	CCND3
1030	CDKN2B	1019	CDK4
1032	CDKN2D	1019	CDK4
1072	CFL1	60	ACTB
1072	CFL1	71	ACTG1
1073	CFL2	60	ACTB
1073	CFL2	71	ACTG1
1102	CHC1L	1102	CHC1L
1173	AP2M1	163	AP2B1
1198	CLK3	1196	CLK2
1398	CRK	699	BUB1
1407	CRY1	868	CBLB
1432	MAPK14	677	ZFP36L1
1491	CTH	1491	CTH
1635	DCTD	1635	DCTD
1649	DDIT3	1054	CEBPG
1731	1-Sep	1731	1-Sep
1856	DVL2	407	ARR3
1856	DVL2	1173	AP2M1
1856	DVL2	1454	CSNK1E
1856	DVL2	1856	DVL2
1857	DVL3	1453	CSNK1D
1912	PHC2	1911	PHC1
1912	PHC2	1912	PHC2
1937	EEF1G	1933	EEF1B2
1937	EEF1G	1936	EEF1D
1978	EIF4EBP1	1977	EIF4E
2059	EPS8	1527	CXorf2
2059	EPS8	2059	EPS8
2130	EWSR1	86	ACTL6A
2130	EWSR1	183	AGT
2130	EWSR1	572	BAD
2130	EWSR1	665	BNIP3L
2130	EWSR1	1048	CEACAM5
2130	EWSR1	1071	CETP
2130	EWSR1	1525	CXADR
2130	EWSR1	1676	DFFA
2130	EWSR1	1995	ELAVL3
2130	EWSR1	1996	ELAVL4
2189	FANCG	2175	FANCA
2194	FASN	2130	EWSR1
2203	FBP1	2203	FBP1
2272	FHIT	2272	FHIT
2275	FHL3	1912	PHC2
2512	FTL	2495	FTH1
2512	FTL	2512	FTL
2553	GABPB2	2189	FANCG
2582	GALE	2582	GALE
2669	GEM	373	TRIM23
2752	GLUL	2752	GLUL
2762	GMDS	2762	GMDS
2810	SFN	572	BAD
2874	GPS2	468	ATF4
2941	GSTA4	2941	GSTA4
2947	GSTM3	2947	GSTM3
2954	GSTZ1	2954	GSTZ1
2997	GYS1	2992	GYG
3104	HKR3	1857	DVL3
3159	HMGA1	2130	EWSR1
3183	HNRPC	3183	HNRPC
3190	HNRPK	3190	HNRPK
3198	HOXA1	2896	GRN
3437	IFIT3	3433	IFIT2
3437	IFIT3	3434	IFIT1
3437	IFIT3	3437	IFIT3
3608	ILF2	1937	EEF1G
3612	IMPA1	3612	IMPA1
3728	JUP	329	BIRC2
3779	KCNMB1	2130	EWSR1
3792	KEL	2130	EWSR1
3839	KPNA3	3183	HNRPC
3845	KRAS	3183	HNRPC
3866	KRT15	3216	HOXB6
3866	KRT15	3853	KRT6A
3866	KRT15	3854	KRT6B
3872	KRT17	3853	KRT6A
3875	KRT18	3866	KRT15
3880	KRT19	2189	FANCG
3880	KRT19	3854	KRT6B
3880	KRT19	3866	KRT15
3887	KRTHB1	3866	KRT15
3927	LASP1	2275	FHL3
3983	ABLIM1	2801	GOLGA2
3983	ABLIM1	3866	KRT15
4089	SMAD4	2130	EWSR1
4093	SMAD9	4089	SMAD4
4110	MAGEA11	87	ACTN1
4110	MAGEA11	329	BIRC2
4110	MAGEA11	1030	CDKN2B
4110	MAGEA11	2130	EWSR1
4110	MAGEA11	3589	IL11
4110	MAGEA11	3609	ILF3
4140	MARK3	2810	SFN
4145	MATK	2130	EWSR1
4175	MCM6	4171	MCM2
4175	MCM6	4175	MCM6
4188	MDFI	358	AQP1
4188	MDFI	362	AQP5
4188	MDFI	1406	CRX
4188	MDFI	1407	CRY1
4188	MDFI	1848	DUSP6
4188	MDFI	2130	EWSR1
4188	MDFI	2771	GNAI2
4188	MDFI	3198	HOXA1
4188	MDFI	3219	HOXB9
4188	MDFI	3609	ILF3
4188	MDFI	3927	LASP1
4188	MDFI	4034	LRCH4
4188	MDFI	4174	MCM5
4188	MDFI	4188	MDFI
4201	MEA	163	AP2B1
4291	MLF1	4110	MAGEA11
4292	MLH1	163	AP2B1
4300	MLLT3	4175	MCM6
4302	MLLT6	1054	CEBPG
4515	MTCP1	2130	EWSR1
4542	MYO1F	2130	EWSR1
4591	TRIM37	705	BYSL
4591	TRIM37	1315	COPB
4591	TRIM37	2130	EWSR1
4598	MVK	2130	EWSR1
4598	MVK	4598	MVK
4601	MXI1	4149	MAX
4637	MYL6	2130	EWSR1
4707	NDUFB1	2130	EWSR1
4707	NDUFB1	4698	NDUFA5
4715	NDUFB9	4110	MAGEA11
4723	NDUFV1	2130	EWSR1
4794	NFKBIE	3728	JUP
4830	NME1	4830	NME1
4832	NME3	4830	NME1
4833	NME4	4830	NME1
4841	NONO	4841	NONO
4849	CNOT3	4848	CNOT2
4879	NPPB	2130	EWSR1
5013	OTX1	4188	MDFI
5050	PAFAH1B3	5049	PAFAH1B2
5050	PAFAH1B3	5050	PAFAH1B3
5052	PRDX1	3661	IRF3
5092	PCBD1	1856	DVL2
5092	PCBD1	5092	PCBD1
5108	PCM1	2059	EPS8
5108	PCM1	3866	KRT15
5108	PCM1	3880	KRT19
5111	PCNA	1026	CDKN1A
5147	PDE6D	402	ARL2
5152	PDE9A	5152	PDE9A
5174	PDZK1	2670	GFAP
5257	PHKB	3183	HNRPC
5264	PHYH	4110	MAGEA11
5300	PIN1	3183	HNRPC
5300	PIN1	4188	MDFI
5300	PIN1	4841	NONO
5307	PITX1	1857	DVL3
5359	PLSCR1	293	SLC25A6
5359	PLSCR1	311	ANXA11
5359	PLSCR1	1271	CNTFR
5359	PLSCR1	1398	CRK
5359	PLSCR1	1407	CRY1
5359	PLSCR1	2130	EWSR1
5359	PLSCR1	2771	GNAI2
5359	PLSCR1	3198	HOXA1
5359	PLSCR1	3205	HOXA9
5359	PLSCR1	3216	HOXB6
5359	PLSCR1	3609	ILF3
5359	PLSCR1	3927	LASP1
5359	PLSCR1	4184	MCSP
5359	PLSCR1	4967	OGDH
5630	PRPH	3866	KRT15
5631	PRPS1	5631	PRPS1
5635	PRPSAP1	5631	PRPS1
5635	PRPSAP1	5635	PRPSAP1
5682	PSMA1	902	CCNH
5682	PSMA1	3866	KRT15
5682	PSMA1	4175	MCM6
5705	PSMC5	3866	KRT15
5705	PSMC5	5704	PSMC4
5706	PSMC6	1398	CRK
5708	PSMD2	5700	PSMC1
5711	PSMD5	5701	PSMC2
5715	PSMD9	5706	PSMC6
5716	PSMD10	5704	PSMC4
5721	PSME2	5720	PSME1
5721	PSME2	5721	PSME2
5725	PTBP1	5725	PTBP1
5805	PTS	5805	PTS
5819	PVRL2	4188	MDFI
5830	PEX5	5174	PDZK1
5859	QARS	435	ASL
5862	RAB2	2801	GOLGA2
5866	RAB3IL1	5866	RAB3IL1
5870	RAB6A	5372	PMM1
5886	RAD23A	2130	EWSR1
5886	RAD23A	5147	PDE6D
5932	RBBP8	3987	LIMS1
5932	RBBP8	5300	PIN1
5933	RBL1	5932	RBBP8
5985	RFC5	5984	RFC4
5987	RFP	4110	MAGEA11
5990	RFX2	4188	MDFI
6095	RORA	5705	PSMC5
6120	RPE	6120	RPE
6133	RPL9	1725	DHPS
6160	RPL31	2130	EWSR1
6210	RPS15A	2001	ELF5
6210	RPS15A	2130	EWSR1
6257	RXRB	5914	RARA
6258	RXRG	5914	RARA
6271	S100A1	6271	S100A1
6273	S100A2	6273	S100A2
6275	S100A4	6271	S100A1
6285	S100B	6271	S100A1
6286	S100P	6271	S100A1
6297	SALL2	2130	EWSR1
6303	SAT	3216	HOXB6
6303	SAT	3219	HOXB9
6303	SAT	6303	SAT
6431	SFRS6	6429	SFRS4
6449	SGTA	2202	EFEMP1
6449	SGTA	2882	GPX7
6449	SGTA	3537	IGLC1
6449	SGTA	4832	NME3
6449	SGTA	5552	PRG1
6455	SH3GL1	6455	SH3GL1
6495	SIX1	4188	MDFI
6505	SLC1A1	2130	EWSR1
6548	SLC9A1	4188	MDFI
6602	SMARCD1	3866	KRT15
6606	SMN1	6606	SMN1
6626	SNRPA	5725	PTBP1
6626	SNRPA	6626	SNRPA
6652	SORD	6652	SORD
6687	SPG7	4188	MDFI
6687	SPG7	5359	PLSCR1
6696	SPP1	6449	SGTA
6717	SRI	6717	SRI
6759	SSX4	3091	HIF1A
6772	STAT1	4005	LMO2
6776	STAT5A	4111	MAGEA12
6820	SULT2B1	6783	SULT1E1
6860	SYT4	6449	SGTA
6880	TAF9	6208	RPS14
6890	TAP1	4188	MDFI
6919	TCEA2	4110	MAGEA11
6923	TCEB2	6921	TCEB1
6944	TCFL1	2130	EWSR1
6944	TCFL1	4188	MDFI
6990	TCTE1L	1781	DNCI2
6990	TCTE1L	6990	TCTE1L
7005	TEAD3	1488	CTBP2
7027	TFDP1	1876	E2F6
7029	TFDP2	1876	E2F6
7050	TGIF	1488	CTBP2
7138	TNNT1	5705	PSMC5
7138	TNNT1	7138	TNNT1
7157	TP53	1856	DVL2
7186	TRAF2	329	BIRC2
7186	TRAF2	1027	CDKN1B
7186	TRAF2	1407	CRY1
7186	TRAF2	1838	DTNB
7186	TRAF2	1856	DVL2
7186	TRAF2	3662	IRF4
7186	TRAF2	3705	ITPK1
7186	TRAF2	3983	ABLIM1
7186	TRAF2	5300	PIN1
7186	TRAF2	5859	QARS
7186	TRAF2	5886	RAD23A
7186	TRAF2	5991	RFX3
7186	TRAF2	6919	TCEA2
7186	TRAF2	7186	TRAF2
7189	TRAF6	7186	TRAF2
7205	TRIP6	358	AQP1
7205	TRIP6	2275	FHL3
7205	TRIP6	3198	HOXA1
7205	TRIP6	3205	HOXA9
7205	TRIP6	3609	ILF3
7251	TSG101	3866	KRT15
7265	TTC1	95	ACY1
7276	TTR	468	ATF4
7288	TULP2	2130	EWSR1
7288	TULP2	4223	MEOX2
7329	UBE2I	1602	DACH1
7329	UBE2I	1911	PHC1
7329	UBE2I	3183	HNRPC
7329	UBE2I	3190	HNRPK
7329	UBE2I	4089	SMAD4
7329	UBE2I	6304	SATB1
7341	SUMO1	6672	SP100
7355	SLC35A2	4188	MDFI
7355	SLC35A2	5359	PLSCR1
7360	UGP2	7360	UGP2
7376	NR1H2	4188	MDFI
7381	UQCRB	4100	MAGEA1
7381	UQCRB	4103	MAGEA4
7408	VASP	5359	PLSCR1
7414	VCL	7205	TRIP6
7431	VIM	2670	GFAP
7431	VIM	3983	ABLIM1
7431	VIM	5682	PSMA1
7432	VIP	4223	MEOX2
7518	XRCC4	87	ACTN1
7536	SF1	373	TRIM23
7536	SF1	5359	PLSCR1
7597	ZNF46	4188	MDFI
7597	ZNF46	5601	MAPK9
7597	ZNF46	7186	TRAF2
7695	ZNF136	4188	MDFI
7704	ZBTB16	4110	MAGEA11
7704	ZBTB16	5359	PLSCR1
7704	ZBTB16	5987	RFP
7704	ZBTB16	7186	TRAF2
7718	ZNF165	1856	DVL2
7718	ZNF165	2130	EWSR1
7755	ZNF205	4188	MDFI
7755	ZNF205	7186	TRAF2
7965	JTV1	1615	DARS
7965	JTV1	2059	EPS8
7965	JTV1	2275	FHL3
7965	JTV1	3735	KARS
8050	PDHX	2130	EWSR1
8061	FOSL1	3726	JUNB
8078	USP5	1856	DVL2
8153	RND2	4223	MEOX2
8204	NRIP1	1488	CTBP2
8204	NRIP1	7186	TRAF2
8227	DXYS155E	4188	MDFI
8260	ARD1	993	CDC25A
8326	FZD9	4188	MDFI
8355	HIST1H3G	4678	NASP
8357	HIST1H3H	4678	NASP
8379	MAD1L1	4085	MAD2L1
8379	MAD1L1	4841	NONO
8379	MAD1L1	8379	MAD1L1
8405	SPOP	1649	DDIT3
8405	SPOP	4615	MYD88
8405	SPOP	6257	RXRB
8405	SPOP	7704	ZBTB16
8440	NCK2	868	CBLB
8440	NCK2	3190	HNRPK
8440	NCK2	7205	TRIP6
8470	ARGBP2	7531	YWHAE
8495	PPFIBP2	1838	DTNB
8495	PPFIBP2	7251	TSG101
8500	PPFIA1	5528	PPP2R5D
8500	PPFIA1	7138	TNNT1
8504	PEX3	5824	PEX19
8534	CHST1	2810	SFN
8615	VDP	2553	GABPB2
8615	VDP	2580	GAK
8623	ASMTL	6999	TDO2
8623	ASMTL	8623	ASMTL
8644	AKR1C3	4110	MAGEA11
8674	VAMP4	6810	STX4A
8676	STX11	6616	SNAP25
8676	STX11	8676	STX11
8715	NOL4	1488	CTBP2
8715	NOL4	4110	MAGEA11
8766	RAB11A	5866	RAB3IL1
8767	RIPK2	7329	UBE2I
8773	SNAP23	8676	STX11
8775	NAPA	6810	STX4A
8775	NAPA	6811	STX5A
8775	NAPA	8773	SNAP23
8812	CCNK	1857	DVL3
8812	CCNK	5129	PCTK3
8812	CCNK	8468	FKBP6
8812	CCNK	8676	STX11
8834	C17orf35	664	BNIP3
8834	C17orf35	665	BNIP3L
8835	SOCS2	5747	PTK2
8878	SQSTM1	5886	RAD23A
8907	AP1M1	163	AP2B1
8907	AP1M1	1856	DVL2
8907	AP1M1	3183	HNRPC
8907	AP1M1	4520	MTF1
8908	GYG2	2997	GYS1
8996	NOL3	7408	VASP
8996	NOL3	8996	NOL3
9055	PRC1	4591	TRIM37
9063	PIAS2	7329	UBE2I
9087	TMSB4Y	2130	EWSR1
9099	USP2	3866	KRT15
9099	USP2	7186	TRAF2
9111	NMI	2653	GCSH
9111	NMI	5682	PSMA1
9111	NMI	7278	TUBA2
9124	PDLIM1	81	ACTN4
9124	PDLIM1	2670	GFAP
9124	PDLIM1	7431	VIM
9129	PRPF3	1856	DVL2
9129	PRPF3	1857	DVL3
9139	CBFA2T2	4188	MDFI
9140	APG12L	4188	MDFI
9140	APG12L	5359	PLSCR1
9140	APG12L	5747	PTK2
9146	HGS	3875	KRT18
9146	HGS	3880	KRT19
9146	HGS	6871	TADA2L
9146	HGS	7251	TSG101
9146	HGS	7329	UBE2I
9146	HGS	8027	STAM
9146	HGS	9111	NMI
9167	COX7A2L	4110	MAGEA11
9189	ZBED1	2189	FANCG
9189	ZBED1	5973	RENBP
9189	ZBED1	7329	UBE2I
9242	MSC	2130	EWSR1
9260	PDLIM7	682	BSG
9260	PDLIM7	2669	GEM
9260	PDLIM7	2670	GFAP
9260	PDLIM7	6696	SPP1
9260	PDLIM7	7329	UBE2I
9260	PDLIM7	7718	ZNF165
9278	ZNF297	9093	DNAJA3
9319	TRIP13	1263	PLK3
9319	TRIP13	1312	COMT
9319	TRIP13	2592	GALT
9319	TRIP13	3927	LASP1
9319	TRIP13	4833	NME4
9319	TRIP13	5071	PARK2
9319	TRIP13	5515	PPP2CA
9319	TRIP13	8751	ADAM15
9319	TRIP13	8778	SIGLEC5
9319	TRIP13	8991	SELENBP1
9319	TRIP13	9319	TRIP13
9337	CNOT8	694	BTG1
9341	VAMP3	6810	STX4A
9402	GRAP2	2670	GFAP
9402	GRAP2	3190	HNRPK
9402	GRAP2	3937	LCP2
9402	GRAP2	7531	YWHAE
9404	LPXN	3198	HOXA1
9404	LPXN	3987	LIMS1
9411	PARG1	4110	MAGEA11
9413	C9orf61	2810	SFN
9443	CRSP9	9146	HGS
9444	QKI	3190	HNRPK
9470	EIF4E2	8637	EIF4EBP3
9491	PSMF1	1488	CTBP2
9491	PSMF1	4110	MAGEA11
9491	PSMF1	7186	TRAF2
9491	PSMF1	9260	PDLIM7
9513	FXR2	875	CBS
9513	FXR2	1173	AP2M1
9513	FXR2	2203	FBP1
9513	FXR2	2495	FTH1
9513	FXR2	3183	HNRPC
9513	FXR2	4591	TRIM37
9513	FXR2	4841	NONO
9513	FXR2	5092	PCBD1
9513	FXR2	5932	RBBP8
9513	FXR2	7138	TNNT1
9513	FXR2	7186	TRAF2
9513	FXR2	8440	NCK2
9513	FXR2	8773	SNAP23
9513	FXR2	8907	AP1M1
9513	FXR2	9513	FXR2
9531	BAG3	1856	DVL2
9531	BAG3	9413	C9orf61
9533	POLR1C	4830	NME1
9550	ATP6V1G1	163	AP2B1
9587	MAD2L1BP	3866	KRT15
9587	MAD2L1BP	9319	TRIP13
9589	WTAP	4110	MAGEA11
9636	G1P2	7318	UBE1L
9670	IPO13	5080	PAX6
9670	IPO13	8092	CART1
9709	HERPUD1	2130	EWSR1
9721	KIAA0514	2810	SFN
9721	KIAA0514	4188	MDFI
9721	KIAA0514	5359	PLSCR1
9721	KIAA0514	7531	YWHAE
9721	KIAA0514	9319	TRIP13
9726	ZNF646	4188	MDFI
9726	ZNF646	7186	TRAF2
9726	ZNF646	7329	UBE2I
9729	KIAA0408	163	AP2B1
9729	KIAA0408	2670	GFAP
9729	KIAA0408	2810	SFN
9729	KIAA0408	3866	KRT15
9729	KIAA0408	4110	MAGEA11
9729	KIAA0408	4188	MDFI
9729	KIAA0408	4591	TRIM37
9729	KIAA0408	7186	TRAF2
9729	KIAA0408	7431	VIM
9729	KIAA0408	7532	YWHAG
9779	TBC1D5	1173	AP2M1
9782	MATR3	3190	HNRPK
9787	DLG7	4591	TRIM37
9787	DLG7	7186	TRAF2
9798	KIAA0174	327	APEH
9802	DAZAP2	4005	LMO2
9802	DAZAP2	4698	NDUFA5
9802	DAZAP2	4735	2-Sep
9802	DAZAP2	5359	PLSCR1
9802	DAZAP2	6233	RPS27A
9802	DAZAP2	7314	UBB
9802	DAZAP2	7316	UBC
9802	DAZAP2	9146	HGS
9802	DAZAP2	9531	BAG3
9802	DAZAP2	9802	DAZAP2
9810	RNF40	4686	NCBP1
9814	SFI1	3880	KRT19
9814	SFI1	4188	MDFI
9817	KEAP1	2107	ETF1
9825	SPATA2	1854	DUT
9825	SPATA2	7186	TRAF2
9841	ZBTB24	4188	MDFI
9874	TLK1	9874	TLK1
9877	KIAA0663	4292	MLH1
9883	POM121	163	AP2B1
9883	POM121	373	TRIM23
9883	POM121	2670	GFAP
9883	POM121	2801	GOLGA2
9883	POM121	2992	GYG
9883	POM121	4792	NFKBIA
9883	POM121	7205	TRIP6
9883	POM121	9404	LPXN
9907	KIAA0415	4188	MDFI
9939	RBM8A	4176	MCM7
10007	GNPDA1	2130	EWSR1
10016	PDCD6	10016	PDCD6
10053	AP1M2	163	AP2B1
10055	SAE1	10054	UBA2
10060	ABCC9	1937	EEF1G
10087	COL4A3BP	1455	CSNK1G2
10087	COL4A3BP	9883	POM121
10087	COL4A3BP	10087	COL4A3BP
10099	TSPAN3	2130	EWSR1
10126	DNAL4	9457	FHL5
10127	ZNF263	1856	DVL2
10148	EBI3	4188	MDFI
10152	ABI2	3866	KRT15
10152	ABI2	3880	KRT19
10152	ABI2	5108	PCM1
10152	ABI2	7414	VCL
10152	ABI2	8440	NCK2
10152	ABI2	8773	SNAP23
10169	SERF2	4188	MDFI
10174	SCAM-1	868	CBLB
10174	SCAM-1	1856	DVL2
10174	SCAM-1	3190	HNRPK
10174	SCAM-1	7597	ZNF46
10174	SCAM-1	9189	ZBED1
10174	SCAM-1	9729	KIAA0408
10179	RBM7	3190	HNRPK
10197	PSME3	583	BBS2
10197	PSME3	3707	ITPKB
10197	PSME3	9513	FXR2
10197	PSME3	10169	SERF2
10197	PSME3	10197	PSME3
10241	NDP52	3964	LGALS8
10241	NDP52	3983	ABLIM1
10241	NDP52	5682	PSMA1
10241	NDP52	5725	PTBP1
10241	NDP52	6464	SHC1
10241	NDP52	6602	SMARCD1
10241	NDP52	6717	SRI
10241	NDP52	6944	TCFL1
10241	NDP52	7186	TRAF2
10241	NDP52	7755	ZNF205
10241	NDP52	8115	TCL1A
10241	NDP52	9513	FXR2
10241	NDP52	9802	DAZAP2
10241	NDP52	10241	NDP52
10253	SPRY2	5359	PLSCR1
10253	SPRY2	7186	TRAF2
10253	SPRY2	9721	KIAA0514
10254	STAM2	9146	HGS
10254	STAM2	9802	DAZAP2
10256	CNKSR1	9265	PSCD3
10262	SF3B4	5601	MAPK9
10262	SF3B4	8440	NCK2
10262	SF3B4	9747	KIAA0738
10278	EFS	10044	SH2D3C
10278	EFS	10174	SCAM-1
10302	SNAPC5	8715	NOL4
10302	SNAPC5	9111	NMI
10313	RTN3	5780	PTPN9
10313	RTN3	8405	SPOP
10313	RTN3	9363	RAB33A
10313	RTN3	9513	FXR2
10313	RTN3	10087	COL4A3BP
10313	RTN3	10313	RTN3
10320	ZNFN1A1	1173	AP2M1
10320	ZNFN1A1	7329	UBE2I
10328	NOC4	9694	KIAA0103
10342	TFG	5359	PLSCR1
10363	HMG20A	1838	DTNB
10363	HMG20A	3241	HPCAL1
10363	HMG20A	8812	CCNK
10363	HMG20A	10179	RBM7
10363	HMG20A	10363	HMG20A
10422	UBADC1	9802	DAZAP2
10425	ARIH2	699	BUB1
10425	ARIH2	7360	UGP2
10428	CFDP1	2130	EWSR1
10445	MCRS1	1856	DVL2
10445	MCRS1	1912	PHC2
10445	MCRS1	4110	MAGEA11
10445	MCRS1	4591	TRIM37
10445	MCRS1	9513	FXR2
10456	HAX1	8665	EIF3S5
10458	BAIAP2	2059	EPS8
10474	TADA3L	6871	TADA2L
10474	TADA3L	8078	USP5
10483	SEC23B	9632	SEC24C
10483	SEC23B	9871	SEC24D
10488	CREB3	663	BNIP2
10488	CREB3	2010	EMD
10488	CREB3	7851	BENE
10488	CREB3	9482	STX8
10490	VTI1B	9482	STX8
10495	COVA1	4110	MAGEA11
10513	APPBP2	1271	CNTFR
10513	APPBP2	4300	MLLT3
10513	APPBP2	4800	NFYA
10513	APPBP2	5125	PCSK5
10513	APPBP2	9356	SLC22A6
10513	APPBP2	10488	CREB3
10521	DDX17	7536	SF1
10521	DDX17	10174	SCAM-1
10534	SSSCA1	902	CCNH
10534	SSSCA1	3603	IL16
10534	SSSCA1	7203	CCT3
10534	SSSCA1	9513	FXR2
10534	SSSCA1	10534	SSSCA1
10538	BATF	1649	DDIT3
10538	BATF	10302	SNAPC5
10539	TXNL2	5359	PLSCR1
10540	DCTN2	1647	GADD45A
10551	AGR2	9883	POM121
10567	RABAC1	5861	RAB1A
10567	RABAC1	9363	RAB33A
10567	RABAC1	9513	FXR2
